"id.exposure","id.outcome","method","nsnp","b","se","ci_low","ci_upp","pval","steiger_filtered","outlier_filtered"
"prot-a-569","prot-a-1868","Simple mean",2,0.0252379945242683,0.053261666486272,-0.0791548717888248,0.129630860837361,0.718290075845752,FALSE,FALSE
"prot-a-569","prot-a-1868","FE IVW",2,0.0466629663798559,0.0653435387495599,-0.119729332382821,0.213055265142533,0.475154508081706,FALSE,FALSE
"prot-a-569","prot-a-1868","RE IVW",2,0.0466629663798559,0.0848940299809576,-0.119729332382821,0.213055265142533,0.680045618631157,FALSE,FALSE
"prot-a-569","prot-a-1868","Simple mean",2,0.0252379945242683,0.053261666486272,-0.0791548717888248,0.129630860837361,0.718290075845752,FALSE,TRUE
"prot-a-569","prot-a-1868","FE IVW",2,0.0466629663798559,0.0653435387495599,-0.119729332382821,0.213055265142533,0.475154508081706,FALSE,TRUE
"prot-a-569","prot-a-1868","RE IVW",2,0.0466629663798559,0.0848940299809576,-0.119729332382821,0.213055265142533,0.680045618631157,FALSE,TRUE
"prot-a-569","prot-a-1868","Simple mean",2,0.0252379945242683,0.053261666486272,-0.0791548717888248,0.129630860837361,0.718290075845752,TRUE,FALSE
"prot-a-569","prot-a-1868","FE IVW",2,0.0466629663798559,0.0653435387495599,-0.119729332382821,0.213055265142533,0.475154508081706,TRUE,FALSE
"prot-a-569","prot-a-1868","RE IVW",2,0.0466629663798559,0.0848940299809576,-0.119729332382821,0.213055265142533,0.680045618631157,TRUE,FALSE
"prot-a-569","prot-a-1868","Simple mean",2,0.0252379945242683,0.053261666486272,-0.0791548717888248,0.129630860837361,0.718290075845752,TRUE,TRUE
"prot-a-569","prot-a-1868","FE IVW",2,0.0466629663798559,0.0653435387495599,-0.119729332382821,0.213055265142533,0.475154508081706,TRUE,TRUE
"prot-a-569","prot-a-1868","RE IVW",2,0.0466629663798559,0.0848940299809576,-0.119729332382821,0.213055265142533,0.680045618631157,TRUE,TRUE
