"id.exposure","id.outcome","method","nsnp","b","se","ci_low","ci_upp","pval","steiger_filtered","outlier_filtered"
"prot-a-532","prot-a-1736","Simple mean",4,0.0699166062520367,0.09464098618123,-0.115579726663174,0.255412939167247,0.513603689616032,FALSE,FALSE
"prot-a-532","prot-a-1736","FE IVW",4,0.119622219779352,0.0653109730238871,-0.0275743263442167,0.266818765902921,0.0670141379326488,FALSE,FALSE
"prot-a-532","prot-a-1736","RE IVW",4,0.119622219779352,0.0751002786344739,-0.0275743263442167,0.266818765902921,0.209444895427288,FALSE,FALSE
"prot-a-532","prot-a-1736","FE Egger",4,0.665890568364822,0.0581786064131239,0.551860499795099,0.779920636934544,2.4731283939679e-30,FALSE,FALSE
"prot-a-532","prot-a-1736","RE Egger",4,0.665890568364822,0.0581786064131239,0.551860499795099,0.779920636934544,0.00754714361705281,FALSE,FALSE
"prot-a-532","prot-a-1736","Simple median",4,0.0702523081075205,0.0849962075143205,-0.0963371974430404,0.236841813658081,0.408500887565346,FALSE,FALSE
"prot-a-532","prot-a-1736","Weighted median",4,0.189446955074777,0.0782173930749977,0.0361436816831691,0.342750228466385,0.0154329455533709,FALSE,FALSE
"prot-a-532","prot-a-1736","Penalised median",4,0.189446955074777,0.0836840966086545,0.0254291396430439,0.35346477050651,0.0235842883322536,FALSE,FALSE
"prot-a-532","prot-a-1736","Simple mode",4,0.176056605646673,0.134179885864961,-0.0869311380983444,0.439044349391691,0.28085423692752,FALSE,FALSE
"prot-a-532","prot-a-1736","Weighted mode",4,0.192363820394138,0.0922477179325883,0.0115616155902554,0.373166025198021,0.128351730210925,FALSE,FALSE
"prot-a-532","prot-a-1736","Penalised mode",4,0.192363820394138,0.0941904093354772,0.00775401040751764,0.376973630380759,0.133752076896073,FALSE,FALSE
"prot-a-532","prot-a-1736","Simple mean",4,0.0699166062520367,0.09464098618123,-0.115579726663174,0.255412939167247,0.513603689616032,FALSE,TRUE
"prot-a-532","prot-a-1736","FE IVW",4,0.119622219779352,0.0653109730238871,-0.0275743263442167,0.266818765902921,0.0670141379326488,FALSE,TRUE
"prot-a-532","prot-a-1736","RE IVW",4,0.119622219779352,0.0751002786344739,-0.0275743263442167,0.266818765902921,0.209444895427288,FALSE,TRUE
"prot-a-532","prot-a-1736","FE Egger",4,0.665890568364822,0.0581786064131239,0.551860499795099,0.779920636934544,2.4731283939679e-30,FALSE,TRUE
"prot-a-532","prot-a-1736","RE Egger",4,0.665890568364822,0.0581786064131239,0.551860499795099,0.779920636934544,0.00754714361705281,FALSE,TRUE
"prot-a-532","prot-a-1736","Simple median",4,0.0702523081075205,0.0807649446613081,-0.0880440746420137,0.228548690857055,0.384389684880087,FALSE,TRUE
"prot-a-532","prot-a-1736","Weighted median",4,0.189446955074777,0.0809696554068531,0.0307493466367263,0.348144563512828,0.0192977980415049,FALSE,TRUE
"prot-a-532","prot-a-1736","Penalised median",4,0.189446955074777,0.0805339616650314,0.0316032906789862,0.347290619470568,0.0186534121155765,FALSE,TRUE
"prot-a-532","prot-a-1736","Simple mode",4,0.176056605646673,0.121720498608852,-0.0625111878069343,0.414624399100281,0.243851028155546,FALSE,TRUE
"prot-a-532","prot-a-1736","Weighted mode",4,0.192363820394138,0.0864096623391395,0.0230039942931576,0.361723646495119,0.112394555782126,FALSE,TRUE
"prot-a-532","prot-a-1736","Penalised mode",4,0.192363820394138,0.0900774634778808,0.0158152361587697,0.368912404629507,0.12236823164996,FALSE,TRUE
"prot-a-532","prot-a-1736","Simple mean",4,0.0699166062520367,0.09464098618123,-0.115579726663174,0.255412939167247,0.513603689616032,TRUE,FALSE
"prot-a-532","prot-a-1736","FE IVW",4,0.119622219779352,0.0653109730238871,-0.0275743263442167,0.266818765902921,0.0670141379326488,TRUE,FALSE
"prot-a-532","prot-a-1736","RE IVW",4,0.119622219779352,0.0751002786344739,-0.0275743263442167,0.266818765902921,0.209444895427288,TRUE,FALSE
"prot-a-532","prot-a-1736","FE Egger",4,0.665890568364822,0.0581786064131239,0.551860499795099,0.779920636934544,2.4731283939679e-30,TRUE,FALSE
"prot-a-532","prot-a-1736","RE Egger",4,0.665890568364822,0.0581786064131239,0.551860499795099,0.779920636934544,0.00754714361705281,TRUE,FALSE
"prot-a-532","prot-a-1736","Simple median",4,0.0702523081075205,0.08351462053922,-0.0934333403318797,0.233937956546921,0.400237179462382,TRUE,FALSE
"prot-a-532","prot-a-1736","Weighted median",4,0.189446955074777,0.0789036030200987,0.0347987349049379,0.344095175244616,0.0163506738803834,TRUE,FALSE
"prot-a-532","prot-a-1736","Penalised median",4,0.189446955074777,0.08241185005904,0.0279226970597435,0.350971213089811,0.0215172679586792,TRUE,FALSE
"prot-a-532","prot-a-1736","Simple mode",4,0.176056605646673,0.132132806846259,-0.0829189369481809,0.435032148241528,0.27488937787885,TRUE,FALSE
