"id.exposure","id.outcome","method","nsnp","b","se","ci_low","ci_upp","pval","steiger_filtered","outlier_filtered"
"prot-a-532","prot-a-1868","Simple mean",4,-0.0125133657173565,0.0380972990919068,-0.0871840719374938,0.0621573405027807,0.764156251239092,FALSE,FALSE
"prot-a-532","prot-a-1868","FE IVW",4,-0.0417590991447786,0.0364215210251067,-0.113145280353988,0.0296270820644305,0.251567603425932,FALSE,FALSE
"prot-a-532","prot-a-1868","RE IVW",4,-0.0417590991447786,0.0364215210251067,-0.113145280353988,0.0296270820644305,0.334725530654036,FALSE,FALSE
"prot-a-532","prot-a-1868","FE Egger",4,-0.0345197720632795,0.195771512753602,-0.418231937060339,0.34919239293378,0.860037177671538,FALSE,FALSE
"prot-a-532","prot-a-1868","RE Egger",4,-0.0345197720632795,0.195771512753602,-0.418231937060339,0.34919239293378,0.876276067516837,FALSE,FALSE
"prot-a-532","prot-a-1868","Simple median",4,-0.0367050244689768,0.0753971614971153,-0.184480745539873,0.111070696601919,0.62638421970964,FALSE,FALSE
"prot-a-532","prot-a-1868","Weighted median",4,-0.0372641563312166,0.0726126023892298,-0.179582241837834,0.105053929175401,0.607817506127206,FALSE,FALSE
"prot-a-532","prot-a-1868","Penalised median",4,-0.0372641563312166,0.0727832556009846,-0.17991671598672,0.105388403324286,0.608659380483805,FALSE,FALSE
"prot-a-532","prot-a-1868","Simple mode",4,-0.0253781387252065,0.102629395758862,-0.226528058167684,0.175771780717271,0.820649179779269,FALSE,FALSE
"prot-a-532","prot-a-1868","Weighted mode",4,-0.033687948614829,0.0964450683198557,-0.222716809008251,0.155340911778593,0.749946608132219,FALSE,FALSE
"prot-a-532","prot-a-1868","Penalised mode",4,-0.033687948614829,0.0962748577555882,-0.222383202432499,0.155007305202841,0.749527494256004,FALSE,FALSE
"prot-a-532","prot-a-1868","Simple mean",4,-0.0125133657173565,0.0380972990919068,-0.0871840719374938,0.0621573405027807,0.764156251239092,FALSE,TRUE
