"id.exposure","id.outcome","method","nsnp","b","se","ci_low","ci_upp","pval","steiger_filtered","outlier_filtered"
"prot-a-532","prot-a-1130","Simple mean",4,0.190621684289333,0.0718000057129849,0.0498936730918828,0.331349695486784,0.0766720746532055,FALSE,FALSE
"prot-a-532","prot-a-1130","FE IVW",4,0.0814882129303193,0.065069355734852,-0.0571186010325391,0.220095026893178,0.210450164109275,FALSE,FALSE
"prot-a-532","prot-a-1130","RE IVW",4,0.0814882129303193,0.0707177622259481,-0.0571186010325391,0.220095026893178,0.332687589972272,FALSE,FALSE
"prot-a-532","prot-a-1130","FE Egger",4,-0.0952793501011287,0.285973278286367,-0.796695596500538,0.606136896298281,0.739001652116103,FALSE,FALSE
"prot-a-532","prot-a-1130","RE Egger",4,-0.0952793501011287,0.357865431836433,-0.796695596500538,0.606136896298281,0.814987538362477,FALSE,FALSE
"prot-a-532","prot-a-1130","Simple median",4,0.070514578703091,0.0747991751887465,-0.0760891107401542,0.217118268146336,0.345824822827522,FALSE,FALSE
"prot-a-532","prot-a-1130","Weighted median",4,0.0594073793700942,0.0792086770965695,-0.0958387750022446,0.214653533742433,0.453248077839789,FALSE,FALSE
"prot-a-532","prot-a-1130","Penalised median",4,0.0594073793700942,0.0815698212644254,-0.100466532533549,0.219281291273737,0.466429373039543,FALSE,FALSE
"prot-a-532","prot-a-1130","Simple mode",4,0.00606941035858649,0.112794153992922,-0.215003069134206,0.227141889851379,0.960469699805737,FALSE,FALSE
"prot-a-532","prot-a-1130","Weighted mode",4,0.0338921257917154,0.095050412033595,-0.152403258509823,0.220187510093254,0.745017802167213,FALSE,FALSE
"prot-a-532","prot-a-1130","Penalised mode",4,0.0338921257917154,0.0997242264882603,-0.16156376651139,0.229348018094821,0.756366463588343,FALSE,FALSE
"prot-a-532","prot-a-1130","Simple mean",4,0.190621684289333,0.0718000057129849,0.0498936730918828,0.331349695486784,0.0766720746532055,FALSE,TRUE
"prot-a-532","prot-a-1130","FE IVW",4,0.0814882129303193,0.065069355734852,-0.0571186010325391,0.220095026893178,0.210450164109275,FALSE,TRUE
"prot-a-532","prot-a-1130","RE IVW",4,0.0814882129303193,0.0707177622259481,-0.0571186010325391,0.220095026893178,0.332687589972272,FALSE,TRUE
"prot-a-532","prot-a-1130","FE Egger",4,-0.0952793501011287,0.285973278286367,-0.796695596500538,0.606136896298281,0.739001652116103,FALSE,TRUE
"prot-a-532","prot-a-1130","RE Egger",4,-0.0952793501011287,0.357865431836433,-0.796695596500538,0.606136896298281,0.814987538362477,FALSE,TRUE
"prot-a-532","prot-a-1130","Simple median",4,0.070514578703091,0.0774180090447175,-0.0812219307793514,0.222251088185533,0.362385405438598,FALSE,TRUE
"prot-a-532","prot-a-1130","Weighted median",4,0.0594073793700942,0.078347496805121,-0.09415089264681,0.212965651386998,0.448298354906483,FALSE,TRUE
"prot-a-532","prot-a-1130","Penalised median",4,0.0594073793700942,0.0766365031671246,-0.0907974067385597,0.209612165478748,0.438231031443305,FALSE,TRUE
"prot-a-532","prot-a-1130","Simple mode",4,0.00606941035858649,0.109401383240316,-0.208353360651297,0.22049218136847,0.959245430555172,FALSE,TRUE
"prot-a-532","prot-a-1130","Weighted mode",4,0.0338921257917154,0.092588028373894,-0.147577075220689,0.21536132680412,0.738616092823612,FALSE,TRUE
"prot-a-532","prot-a-1130","Penalised mode",4,0.0338921257917154,0.0965070934381624,-0.155258301599725,0.223042553183155,0.748663474050587,FALSE,TRUE
"prot-a-532","prot-a-1130","Simple mean",4,0.190621684289333,0.0718000057129849,0.0498936730918828,0.331349695486784,0.0766720746532055,TRUE,FALSE
"prot-a-532","prot-a-1130","FE IVW",4,0.0814882129303193,0.065069355734852,-0.0571186010325391,0.220095026893178,0.210450164109275,TRUE,FALSE
"prot-a-532","prot-a-1130","RE IVW",4,0.0814882129303193,0.0707177622259481,-0.0571186010325391,0.220095026893178,0.332687589972272,TRUE,FALSE
"prot-a-532","prot-a-1130","FE Egger",4,-0.0952793501011287,0.285973278286367,-0.796695596500538,0.606136896298281,0.739001652116103,TRUE,FALSE
"prot-a-532","prot-a-1130","RE Egger",4,-0.0952793501011287,0.357865431836433,-0.796695596500538,0.606136896298281,0.814987538362477,TRUE,FALSE
"prot-a-532","prot-a-1130","Simple median",4,0.070514578703091,0.0774381459435458,-0.0812613983758152,0.222290555781997,0.362510234009807,TRUE,FALSE
"prot-a-532","prot-a-1130","Weighted median",4,0.0594073793700942,0.0799716914781317,-0.0973342557097927,0.216149014449981,0.457569408217095,TRUE,FALSE
"prot-a-532","prot-a-1130","Penalised median",4,0.0594073793700942,0.0747590149767158,-0.0871175975039592,0.205932356244148,0.426816127611702,TRUE,FALSE
"prot-a-532","prot-a-1130","Simple mode",4,0.00606941035858649,0.110626943045887,-0.210755413731116,0.222894234448289,0.959696315704115,TRUE,FALSE
"prot-a-532","prot-a-1130","Weighted mode",4,0.0338921257917154,0.0928341434252741,-0.148059451857448,0.215843703440878,0.739269927950371,TRUE,FALSE
"prot-a-532","prot-a-1130","Penalised mode",4,0.0338921257917154,0.0969065486121573,-0.156041219354193,0.223825470937624,0.749645563714911,TRUE,FALSE
"prot-a-532","prot-a-1130","Simple mean",4,0.190621684289333,0.0718000057129849,0.0498936730918828,0.331349695486784,0.0766720746532055,TRUE,TRUE
"prot-a-532","prot-a-1130","FE IVW",4,0.0814882129303193,0.065069355734852,-0.0571186010325391,0.220095026893178,0.210450164109275,TRUE,TRUE
"prot-a-532","prot-a-1130","RE IVW",4,0.0814882129303193,0.0707177622259481,-0.0571186010325391,0.220095026893178,0.332687589972272,TRUE,TRUE
"prot-a-532","prot-a-1130","FE Egger",4,-0.0952793501011287,0.285973278286367,-0.796695596500538,0.606136896298281,0.739001652116103,TRUE,TRUE
"prot-a-532","prot-a-1130","RE Egger",4,-0.0952793501011287,0.357865431836433,-0.796695596500538,0.606136896298281,0.814987538362477,TRUE,TRUE
"prot-a-532","prot-a-1130","Simple median",4,0.070514578703091,0.0763646433427293,-0.0791573719409048,0.220186529347087,0.355802427440414,TRUE,TRUE
"prot-a-532","prot-a-1130","Weighted median",4,0.0594073793700942,0.0760392646970489,-0.0896268408470296,0.208441599587218,0.434642295243077,TRUE,TRUE
"prot-a-532","prot-a-1130","Penalised median",4,0.0594073793700942,0.0741074522595818,-0.0858405580447075,0.204655316784896,0.422762158829184,TRUE,TRUE
